,Unnamed: 0,fecha,HORA declarada,Ruta,OperadOR,flight_no,route,ac_type,registration,cn_ln,all_aboard,PASAJEROS A BORDO,crew_aboard,cantidad de fallecidos,passenger_fatalities,crew_fatalities,ground,summary,nueva,reporte
2732,2732,"January 30, 1974",2341,"Pago Pago, American Samoa",Pan American World Airways,806,Auckland - Pago Pago,Boeing B-707-321B,N454PA,19376/661,101,91,10,97,87,10,0,"The aircraft crashed and burned while making ILS approach to Pago Pago International Airport. There was a failure of the crew to correct an excessive rate of descent causing the aircraft to fly into trees short of the runway. Windshear, sensory illusory, inadequate monitoring of flight instruments, and the failure of the crew to call out descent rate. Most aboard the aircraft were not injured by the crash but succumbed to fire and panic afterwards. The aircraft was named ""Clipper Raidant.""",1974-01-30,"La aeronave se estrelló y se quemó mientras realizaba una aproximación ILS al Aeropuerto Internacional de Pago Pago. La tripulación no pudo corregir una velocidad de descenso excesiva que provocó que la aeronave volara hacia los árboles antes de llegar a la pista. Cizalladura del viento, ilusoria sensorial, monitoreo inadecuado de los instrumentos de vuelo y la falla de la tripulación para indicar la velocidad de descenso. La mayoría a bordo del avión no resultó herido por el accidente, pero sucumbió al fuego y al pánico después. El avión se llamó ""Clipper Raidant""."
2733,2733,"February 02, 1974",2130,"Near Honolulu, HI",Pan American World Airways,?,"San Francisco, CA - Honolulu, HI - Agana, Guam",Boeing B-747,N732PA,19638/3,298,279,19,1,1,0,0,A 16 month old child was asphyxiated by a seat belt while unattended.,1974-02-02,Un niño de 16 meses fue asfixiado por un cinturón de seguridad mientras estaba desatendido.
2734,2734,"February 09, 1974",1730,"Near Souda, Crete",Military - West German Air Force,?,?,Transall C-160D,50-63,?,40,35,5,35,30,5,0,"The twin-engine turboprop hit a mountain at an elevation of 5,000 ft. during an ILS approach.",1974-02-09,El turbohélice bimotor golpeó una montaña a una altura de 5000 pies durante una aproximación ILS.
2735,2735,"February 22, 1974",?,"Baltimore, Maryland",Delta Air Lines,523,Baltimore - Atlanta,Mc Donnell Dougals DC-9,?,?,15,10,5,1,0,1,0,"An out of work Pennsylvania salesman, Samuel Byck attempted to hijack Flight 523. His plans were to fly the plane into the White House and kill president Richard Nixon. He killed a security guard to get on board. He then shot and killed the copilot and seriously wounded the pilot. He was wounded  by a security guard and soon after killed himself. The plane never left the ground.",1974-02-22,"Samuel Byck, un vendedor sin trabajo de Pensilvania, intentó secuestrar el vuelo 523. Sus planes eran volar el avión hacia la Casa Blanca y matar al presidente Richard Nixon. Mató a un guardia de seguridad para subir a bordo. Luego disparó y mató al copiloto e hirió gravemente al piloto. Fue herido por un guardia de seguridad y poco después se suicidó. El avión nunca despegó del suelo."
2736,2736,"February 23, 1974",?,"San Francisco de Moxos,  Bolivia",SAVCO,?,Trinidad - Oruro,Curtiss C-46A-45-CU,CP-1052,30195,7,4,3,7,4,3,0,Severe turbulence possibly caused the failure of ropes securing cargo. The center of gravity shifted causing a loss of control. The wreckage was found 2 days later.,1974-02-23,La turbulencia severa posiblemente causó la falla de las cuerdas que aseguran la carga. El centro de gravedad se desplazó provocando una pérdida de control. Los restos fueron encontrados 2 días después.
2737,2737,"March 03, 1974",1141,"Near Ermenonville, France",Turkish Airlines (THY),981,Paris - London,McDonnell Douglas DC-10-10,TC-JAV,46704/29,346,335,11,346,335,11,0,"The aircraft crashed shortly after takeoff from Orly Airport in Paris, France. Climbing through FL110 the aircraft lost the rear cargo door, resulting in explosive decompression and damage to the cabin floor and control cables. The aircraft lost control and crashed in a forest at a high rate of speed. The service subcontractor and the flight engineer neglected to check the locking mechanism through a recently installed viewport to verify the door was latched properly. In addition, although a service bulletin stipulated that the locking pin should be extended, it was mistakenly shortened causing the latch to release after the cabin was pressurized. On June 12, 1972, an American Airlines DC-10 lost its cargo door shortly after taking off from Detroit ,Michigan. Using mainly engine thrust the crew was able to land safely. The cause was a defect in the latching mechanism on the door.",1974-03-03,"El avión se estrelló poco después de despegar del aeropuerto de Orly en París, Francia. Al ascender por FL110, la aeronave perdió la puerta de carga trasera, lo que provocó una descompresión explosiva y daños en el piso de la cabina y los cables de control. La aeronave perdió el control y se estrelló en un bosque a gran velocidad. El subcontratista de servicios y el ingeniero de vuelo no revisaron el mecanismo de bloqueo a través de una ventanilla instalada recientemente para verificar que la puerta estaba cerrada correctamente. Además, aunque un boletín de servicio estipulaba que el pasador de bloqueo debía extenderse, se acortó por error y el pestillo se soltó después de presurizar la cabina. El 12 de junio de 1972, un DC-10 de American Airlines perdió su puerta de carga poco después de despegar de Detroit, Michigan. Usando principalmente el empuje del motor, la tripulación pudo aterrizar de manera segura. La causa fue un defecto en el mecanismo de cierre de la puerta."
2738,2738,"March 08, 1974",?,"Hanoi, Vietnam",Pathet Lao Airlines,?,Saigon - Hanoi,Antonov An-24,XW-TCA,87304508,18,15,3,18,15,3,0,"Fifiteen journalists aboard for an Asian tour. On approach to Hanoi Airport, the aircraft crashed for unknown reasons.",1974-03-08,"Quince periodistas a bordo para una gira asiática. Al acercarse al aeropuerto de Hanoi, el avión se estrelló por razones desconocidas."
2739,2739,"March 13, 1974",1928,"Bishop, California",Sierra Pacific Airlines,802,Bishop - Burbank,Convair CV-440,N4819C,138,36,32,4,36,32,4,0,"The aircraft crashed into Poleta Ridge, in the foothills of  the White Mountains at 6,100 ft.  The Wolper Productions Inc. movie crew was being flown from Bishop to Burbank. The flight was being conducted under VFR conditions. It could not be determined why the crew did not maintain a safe distance from hazardous terrain.",1974-03-13,"El avión se estrelló contra Poleta Ridge, en las estribaciones de las Montañas Blancas a 6100 pies. El equipo de filmación de Wolper Productions Inc. volaba de Bishop a Burbank. El vuelo se estaba realizando en condiciones VFR. No se pudo determinar por qué la tripulación no mantuvo una distancia segura del terreno peligroso."
2740,2740,"March 15, 1974",0807,"Tehran, Iran",Sterling Airways,?,Tehran - Kobenhavn,Aerospatiale Caravelle 10B3,OY-STK,266,96,92,4,15,15,0,0,Collapse of right main landing gear while taxing ruptured the wing fuel tank causing a fire.,1974-03-15,El colapso del tren de aterrizaje principal derecho mientras rodaba rompió el tanque de combustible del ala y provocó un incendio.
2741,2741,"April 04, 1974",0235,"Francistown, Botswana",Wenela Air Services,?,Francistown - Malawi,Douglas DC-4,A2-ZER,27242,84,80,4,78,75,3,0,The aircraft crashed into trees and burst into flames after the engines overheated resulting in loss of power. The plane was carrying gold miners. Fuel contamination. Jet A fuel contaminated the aviation gasoline.,1974-04-04,"El avión se estrelló contra los árboles y estalló en llamas después de que los motores se sobrecalentaran, lo que provocó una pérdida de potencia. El avión transportaba mineros de oro. Contaminación de combustible. El combustible Jet A contaminó la gasolina de aviación."
2742,2742,"April 22, 1974",1526,"Grogak, Bali, Indonesia",Pan American World Airways,812,"Hong Kong - Bali, Indonesia - Sydney, Austrailia",Boeing B-707-321C,N446PA,19268/544,107,96,11,107,96,11,0,"The aircraft was on a flight from Hong Kong to Denpassar, Bali.  While on approach, the plane crashed into Mt. Mesehe at 4,000 ft. killing all aboard. Premature execution of a right hand turn to join the 263 degrees outbound track which was based on the indication given by only one of the ADFs while the other one was still in steady condition. External or internal interference causing an incorrect indication from the automatic direction finder. The aircraft was named ""Clipper Climax.""",1974-04-22,"El avión estaba en un vuelo de Hong Kong a Denpassar, Bali. Mientras se aproximaba, el avión se estrelló contra el monte Mesehe a 4000 pies, matando a todos a bordo. Ejecución prematura de un giro a la derecha para incorporarse a la derrota de 263 grados de salida que se basó en la indicación dada por uno solo de los ADF mientras el otro aún se encontraba en estado estable. Interferencias externas o internas que provocan una indicación incorrecta del buscador de dirección automático. El avión se llamó ""Clipper Climax""."
2743,2743,"April 27, 1974",1807,"Near Leningrad, USSR",Aeroflot,?,Leningrad - Zaporozhye,Ilyushin IL-18B,CCCP-75559,184007703,109,102,7,109,102,7,0,The aircraft crashed after report of a heavy vibration and fire in the No. 4 engine. Structural failure of turbine disc in No. 4 the engine.,1974-04-27,El avión se estrelló después de un informe de una fuerte vibración y fuego en el motor No. 4. Falla estructural del disco de turbina en el motor No. 4.
2744,2744,"April 30, 1974",1347,"Galveston, Texas",Houston Metro Airlines,?,"Galveston, TX - Houston, TX",Beechcraft 99,N853SA,U-41,12,10,2,6,5,1,0,Crashed during takeoff. Inadequate preflight preparation and planning. Lack of familarity with aircraft.  Misused  flaps. Gust lock engaged.,1974-04-30,Se estrelló durante el despegue. Preparación y planificación previas al vuelo inadecuadas. Falta de familiaridad con los aviones. Aletas mal usadas. Bloqueo contra ráfagas activado.
2745,2745,"May 02, 1974",1930,"Banos, Ecuador",Aero Taxis Equatorianos,?,Pastaza - Ambato,Douglas C-47,HC-AUC,?,24,21,3,22,19,3,0,Struck a mountain shortly after takeoff. Failure to climb to the minimum safety altitude. Overconfidence of the crew. Distraction by a tourist guide in the cockpit.,1974-05-02,Golpeó una montaña poco después del despegue. No ascender a la altitud mínima de seguridad. Exceso de confianza de la tripulación. Distracción por un guía turístico en la cabina.
2746,2746,"May 06, 1974",2222,"Nurnberg, Germany",Fragtflug,?,Nice - Nurnberg,Douglas DC-6A,TF-OAE,44069/396,3,0,3,3,0,3,0,The cargo plane struck trees and crashed while on final approach. Icing. Pilot blood alcohol above normal.,1974-05-06,El avión de carga golpeó árboles y se estrelló durante la aproximación final. Formación de hielo. Alcohol en sangre piloto por encima de lo normal.
2747,2747,"May 23, 1974",1655,"Springfield, Illinois",Saturn Airways,?,"Alameda, CA - Indianapolis, IN",Lockheed L-100-30 Hercules,N14ST,4225,3,1,2,3,1,2,0,"While en route the left wing separated from the aircraft. The plane crashed out of contol. The undiscovered, preexisting fatigue cracks, which reduced the strength of the left wing to the degree that it failed as a result of positive aerodynamic loads created by moderate turbulence.",1974-05-23,"Mientras estaba en ruta, el ala izquierda se separó de la aeronave. El avión se salió de control. Las grietas de fatiga preexistentes no descubiertas, que redujeron la fuerza del ala izquierda hasta el punto de fallar como resultado de cargas aerodinámicas positivas creadas por turbulencia moderada."
2748,2748,"May 23, 1974",2205,"Kiev, Ukraine, USSR",Aeroflot,H-166,Khmelnitsky - Kiev,Yakovlev YAK-40,CCCP-87579,9221122,29,25,4,29,25,4,0,Crashed during approach. Incapacitation of the crew due to carbon monoxide.,1974-05-23,Se estrelló durante la aproximación. Incapacidad de la tripulación por monóxido de carbono.
2749,2749,"May 31, 1974",?,"Rankin Inlet, Canada",Lambair,?,Thompson - Rankin Inlet,Bristol 170 Freighter 31E,CF-QWJ,13078,2,0,2,2,0,2,0,The cargo plane suffered an engine failure and spiraled into the ground.,1974-05-31,El avión de carga sufrió una falla en el motor y cayó en espiral al suelo.
2750,2750,"June 08, 1974",1730,"Monte San Isidro,  Colombia",Aerolineas TAO,514,Bucaramanga - Cucuta,Vickers Viscount 785D,HK-1058,380,44,38,6,44,38,6,0,The aircraft lost control and crashed after a tailplane failure. Failure in-flight of the tailplane spar causing the left tailplane and elevator the detach.,1974-06-08,La aeronave perdió el control y se estrelló después de una falla en el plano de cola. Falla en vuelo del larguero del plano de cola que provoca que el plano de cola izquierdo y el elevador se separen.
2751,2751,"June 27, 1974",?,"Battambang, Khmer Republic",Cambodia Air,1999,Battambang - Phnom Penh,Boeing 307B-1 Stratoliner,XW-TFR,1999,39,33,6,19,17,2,0,Crashed during takeoff and burned after 3 engines failed. Mechanical failure due to improper maintenance procedures. Insufficient training of cabin crew.,1974-06-27,Se estrelló durante el despegue y se quemó después de que fallaran 3 motores. Falla mecánica debido a procedimientos de mantenimiento inadecuados. Formación insuficiente de la tripulación de cabina.
2752,2752,"June 30, 1974",1300,"Umiat, Alaska",Alaska Helicopter - Air Taxi,?,"Umiat, AK - Local",Fairchild Hiller FH1100,N8679,?,5,4,1,5,4,1,0,Crashed after the fatigue fracture of the swachplate assembly. Inadequate maintenance and inspection.,1974-06-30,Se estrelló después de la fractura por fatiga del conjunto del plato oscilante. Inadecuado mantenimiento e inspección.
